Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.110763457342225,0.0899220992080192,0.229273121406364,0.21952997274555,0.229363771895804,0.218649754381845,0.281329043093532,0.176836322164949,0.292570982256273,0.479075884738631,0.604353309929493,0.563760845623911,0.729144619448773,0.771901471076411,0.752616583579563,0.665157493008044,0.482561439844976,0.50575330314541,0.753362681927787,0.743886369398654,0.700063806599878,0.668257007518473,0.567729328592484,0.602537920513214,0.570206356399548,0.518675817656603,0.500044846522967,0.608288737333729,0.523586875150221,0.498363915789394,0.428662944786083,0.409979247567313,0.401602489121364,0.51012261878926,0.331307491711111,0.90971042264356,0.842542028574652,0.577081314396843,0.556293635445656,0.677726241349765,0.6852123493619,0.676539905401931,0.850821552359865,0.587820498895181,1.17629781841887,1.15788035765145,1.30040253097564,1.41998548622173,1.45222838087168,1.47074083369217,1.55596562792277,,,
Angola,AGO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,28737.4399911768,,,,,26336.1925303796,,,,,23944.8763061081,,,,,21174.4675980571,,,,,18070.6128733825,,,,,15479.5167294877,,,,,13451.1728786546,,,,,11570.2846321291,,,,,9941.84424166366,,,,,8355.52817551848,,,,7333.81597770916,,
Antigua and Barbuda,ATG,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,119.57,120.93,148.4,152.36,103.85,84.21,71.71,58.17,71.71,73.93,116.51,65.51,63.09,61.1,60.5,61.81,65.5,75.4,81.74,91.02,94.17,90.48,88.4,86.73,100.44,101.48,103.81,106.73,90.3,95.09,97.24,111.24,116.95,116.86,103.22,106.07,98.71,93.86,101.1,103.98,107.78,107.52,106.68,108.11,94.59,97.3,105.08,107.39,110.13,110.84,114.49,,
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.67061685045994,0.860440770355396,1.82337376356307,1.47017501045879,1.56709401709402,2.52035941193234,5.72799171297971,9.10806103028935,15.6719323793846,19.5590060180074,7.06821276140066,6.41219210708794,5.5655680380924,4.85538162772906,6.24920253441119,10.2194995162664,5.78043048350577,6.63185850789627,6.96910988823963,5.76923731095772,2.03429538697885,1.52463082437276,4.25467730239304,1.24107537008152,2.19373943735698,3.79283280603553,3.85970126151227,4.33219393863021,4.57363522978029,4.61577936643697,4.85726747003521,4.70037813241043,4.62464924173156,4.74853548745144,4.68362133734035,4.72129804386311,4.59386433198092,4.67056152397829,4.49690052017357,4.58127852079799,4.43923861528951,4.36481284505901,4.53621142071723,4.80448432710373,4.98099561908025,4.97431114879186,5.0962895515593,5.25737881678259,5.37059602338633,5.7788180764774,5.88515813969484,,,
Antigua and Barbuda,ATG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,923.443021789703,,,,,838.682623141189,,,,,773.751952979689,,,,,740.498127394159,,,,,754.16968817984,,,,,819.104026211329,,,,,819.749661065044,,,,,719.902536272012,,,,,649.756341371985,,,,,616.135644631918,,,,589.890189672384,,
Argentina,ARG,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,36.78,39.36,43.18,40.02,38.06,41.83,46.08,43.21,46.93,45.81,42.73,42.66,44.2,47.55,48.59,53.76,53.6,57.68,58.53,53.91,58.28,59.32,57.75,59.48,60.41,62.01,58.93,60.67,55.85,63.38,64.48,64.92,64.22,69.28,72.61,74.2,76.59,82.15,86.47,85.9,86.54,84.99,90.97,92.68,103.03,104.29,114.55,111.75,96.5,116.06,113.5,,
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.36690790990185,2.44189753817898,2.52149094940712,2.3153910613053,2.53722094275201,2.64047879284198,2.79140198189239,2.85700689628658,2.96883047888587,3.27492315038427,3.45037194103459,3.6494464245121,3.63743566384503,3.73050408069251,3.72640442277325,3.641338047075,3.76782305130658,3.74830965418663,3.76063387172718,3.99629675916881,3.86689292210013,3.57412151954652,3.5676919462298,3.57438831143612,3.56423317849452,3.31560388140981,3.38390847317913,3.67760939566798,3.83036858499095,3.63971077518541,3.45177026584072,3.53803832564066,3.62304485963537,3.49241211053065,3.5858401714242,3.51812597120078,3.66428906249335,3.77346520717481,3.8126933467799,3.98438959606193,3.82290241621381,3.55835157983204,3.27595661635645,3.50606602599061,4.07661638080399,4.16457700342172,4.46889761484307,4.5870881088593,4.79021437171608,4.48832218937802,4.47096498994012,,,
Argentina,ARG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,12960.612417112,,,,,12030.6116297569,,,,,11135.39469931,,,,,10264.1287591814,,,,,9520.83007563989,,,,,8830.70746700947,,,,,8233.69296970601,,,,,7733.09004359613,,,,,7335.05202106595,,,,,7017.30174222059,,,,6776.54191003905,,
Armenia,ARM,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,,75.3,57,71.3,65.7,71,60.5,66,65.2,63.68,67.24,70.18,75.64,88.1,100.87,111.04,121.62,124.4,124.14,108.03,,,,,,,,,,,,74.79,56.72,70.82,65.3,70.83,60.44,65.87,65.64,63.41,66.92,70.31,75.77,87.17,102.67,110.16,120.33,118.78,119.05,106.85,117.74,,
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17467416263878,0.859706564999037,0.901718661995056,1.08308924156414,0.821584565571898,1.04482523874541,1.09434274410384,0.988511936699614,1.12652945387306,1.15763670113335,0.998886774606646,1.12931780692694,1.20469835922968,1.44616352622643,1.45927235272707,1.69498127350845,1.86583623510825,1.46647680679641,1.42423576748543,,,
Armenia,ARM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.40584583781,,,,,2186.02955330929,,,,,2251.06514534615,,,,,2294.07046833286,,,,2314.00887953254,,
Aruba,ABW,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86831939212055,7.23496401714239,10.0265075232903,10.6347325992922,29.6201647679732,29.8476084366247,25.258151974793,24.4304808408508,22.9964406779661,22.1866145457262,21.7741210409279,21.6723231944948,19.117340391402,18.9109815289201,24.5790464240903,24.0798113979374,23.7402494868151,23.2459413492759,22.8765064511555,22.7283542101948,22.54824952891,23.2948458293403,22.5786233028102,22.6344633102605,22.847239583846,,,
Aruba,ABW,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,39.22,44.42,46.23,49.33,47.52,52.24,47.44,54.59,51.61,54.19,57,58.57,62.9,57.18,62.06,66.09,65.24,74.83,71.57,63.22,67.46,61.53,73.09,69.46,69.13,70.83,69.66,72.44,71.61,74.75,73.93,79.65,83.48,78.38,86.19,95.34,95.82,101.09,107.62,105.26,110.39,94.04,107.22,100.67,107.98,91.36,96.64,102.57,104.17,101.72,108.08,,
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.58293664258675,8.64156901650291,8.83568804691864,9.2264399086758,9.75907343064386,10.6223213909378,10.3280924384173,10.9556247987118,11.2101677075527,11.6005543504852,11.8028905412969,11.8091175697612,11.9516315549822,12.7796868460389,12.559668731327,12.6598998056575,12.4167917765268,13.2318961386697,14.069858615406,14.1290919801571,15.0249160087122,15.4325008374087,15.4249318091975,14.6400841303923,15.2209752959341,15.3084102043407,14.9805731533736,15.7469578022492,15.7961677816625,16.5198629151204,16.8373728838389,16.2884898171719,16.8308907116319,17.1006280636214,17.0236701204145,17.0116171978752,17.9815373272896,18.0171550467138,18.5405840414729,17.1997916622636,17.2090339894534,16.7341230103539,17.3525379362285,17.4149047015893,17.3274923238968,17.7831915488262,17.9348666772958,17.9499945755357,18.1269945848375,18.1412006630301,16.9080220980453,,,
Australia,AUS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,45801.5267175573,,,,,41698.4490211035,,,,,37337.7855354026,,,,,34667.4182638106,,,,,32415.3379891949,,,,,30251.0467968937,,,,,28122.3206630466,,,,,26570.1787546579,,,,,25036.384176191,,,,,23410.8460736871,,,,22039.1598242243,,
Austria,AUT,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,72.24,69.93,74.87,77.1,67.29,72.09,76.75,79.08,78.09,78.04,75.41,74.26,78.94,80.68,83.14,83.35,82.28,85.46,86.52,90.69,86.23,98.83,92.4,94.01,89.79,92.29,90.74,96.87,92.72,93.26,93.74,92.7,92.97,98.88,97.78,98.93,100.37,103.24,106.94,102.11,104.32,103.16,98.13,101,101.13,97.87,102.23,103.58,102.09,102.49,114.34,,
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.37331882803344,4.49636164096378,4.75536167309783,5.15519374743844,5.39100398806667,5.25219653332625,5.36172468262373,5.41773672705347,5.71111010419798,6.00632517835173,6.78880730716105,6.95365191197046,7.448516814438,7.93086698527507,7.56269727826075,7.1768448547237,7.72125001239174,7.42806328393075,7.60137180396718,8.15884640220944,6.92847899968117,7.41616061389589,7.11212494091738,6.87437327341902,7.21427866724751,7.23076635313884,7.14430485162476,7.62341981462749,7.03203069825559,7.10244899742991,7.90918290927799,8.45951671016395,7.72151727605246,7.62517220316197,7.69938413214118,7.76649709534568,7.91865741711571,8.01968037062058,8.21959312199433,7.98246742749668,7.95047934448771,8.17133956696181,8.31227387129132,8.90446255539208,8.79419542372056,9.02284369303251,8.65501017640021,8.32948450195331,8.18869437008317,7.44291048411439,7.97364802924895,,,
Austria,AUT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7714.03213301123,,,,,7455.60728090207,,,,,7290.36779375311,,,,,7267.02896109233,,,,,7261.55048625983,,,,,7261.12291813704,,,,,7014.67175991355,,,,,6902.57492399951,,,,,6805.28243345021,,,,,6625.87696493393,,,,6529.24776536495,,
Azerbaijan,AZE,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,,82.5,68.3,62.1,58.6,63.6,57.8,63.6,70.1,76.01,83.39,88.28,92.54,89.74,103.41,106.85,106.48,113.76,126.37,123.05,,,,,,,,,,,,82.48,68.3,62.09,58.58,63.64,57.82,63.62,70.07,76.01,83.39,88.28,92.54,89.74,103.41,106.85,106.46,113.88,126.42,122.93,129.79,,
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81385938769981,6.58641147431621,5.61706976438068,4.35650097592713,4.0595385804457,3.80302274104551,4.0029756097561,3.57983539507062,3.66627102850185,3.54710548377552,3.62394434620868,3.71816992749663,3.86322963943899,4.09180192686952,4.6162998626916,4.82748522951068,5.21507873656344,4.76447046313596,5.05074885701121,,,
Azerbaijan,AZE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.29558385261,,,,,1035.30762606449,,,,,993.031039103274,,,,,945.660913847552,,,,884.653598430713,,
"Bahamas, The",BHS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,34.95,36.41,38.5,40.25,42.59,46.19,48.48,48.99,46.32,48.27,47.09,51.76,67.28,70.95,70.69,79.4,67.97,63.52,60.38,59.79,69.98,66.45,63.92,67.26,66.85,64.65,68.14,69.27,73.55,73.12,65.48,65.28,65.05,63.02,79.95,91.21,85.65,106.76,110.76,85.09,88.81,87.02,95.22,99.72,98.51,101.76,107.23,107.96,104.21,126.09,128.89,,
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.74983109033472,4.74669875247594,5.99643219940041,5.55819871044757,8.11859652796996,9.39994573327907,7.46608455631166,11.1735044919303,10.2869903989813,10.6270441400304,15.2001346276483,38.7227708535835,36.4959739996851,43.3803095504411,39.9196367310113,43.7014485234167,33.5134962805526,49.2981361418034,32.7919269915786,33.6376299517565,37.9302810215513,13.006202298936,10.2714755259359,8.95645338922836,8.0669089707583,6.43760972200917,5.90375729190625,5.84557739002535,6.2206514934265,7.7310958735503,7.61043622092706,6.82553944435508,6.73875691946922,6.27612179782741,6.11565513740845,6.01018746652384,5.88161577563293,4.75561365894473,5.79280919958886,5.71090368795196,5.60347462209371,5.17970330522599,5.10230100408039,4.80995741768687,5.34581265508685,4.85831145468689,4.53428261556155,4.52412958377308,3.00021530688408,4.63428229692066,6.83561073847844,,,
"Bahamas, The",BHS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,165.175953684663,,,,,131.055587227322,,,,,112.458109354266,,,,,101.462068405727,,,,,90.7960086074616,,,,,82.1702814742992,,,,,75.1605617500385,,,,,69.7240670048284,,,,,64.7167509602348,,,,,58.4711547175989,,,,54.5954341838392,,
Bahrain,BHR,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,54.02,54.38,55.03,54.89,56.83,55.71,56.68,55.55,57.59,59.01,57.99,60.63,62.69,67.25,96.44,122.01,149.04,154.34,161.46,173.45,89.5,95.42,89.81,101.32,115.33,103.55,134.41,109.27,115.14,90.7,95.83,107.92,105.74,112.34,119.33,117.73,114.22,127.58,118.76,121.86,104.07,105.72,102.39,89.68,91.83,118.49,114.18,111.4,126.36,114.83,200.21,,
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.54286435160399,10.5473964412472,9.19360857735389,6.71415573328541,8.74748049503759,6.55702222601789,3.38435828179913,5.12101242080906,5.49266246336208,6.16290581152619,12.1658595414403,13.767358972501,16.0359774901127,23.0238555824231,21.4372151868612,21.5741471243335,23.1639709275902,24.6332196704877,24.0075484295743,23.724381542985,21.9162911014665,22.7885733377882,25.4918020468973,20.7562372776184,22.6112891462417,24.3053227633069,25.4030671917064,25.4563168420912,26.1436527144313,24.3962634731535,23.9638890681206,22.5713565324883,20.2587771233341,28.2634536158488,27.7777737312672,28.4198517020559,26.9475605359352,28.9910294609977,29.803352673605,28.1155757489706,27.8987428150707,19.9317151080002,21.4301001582164,21.3306474384049,21.340424494671,21.8385485950515,20.5030953224719,21.6961020116181,21.7745354548859,20.284016721232,19.338352857701,,,
Bahrain,BHR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,23.1070956113849,,,,,20.3870481083368,,,,,17.422513371779,,,,,13.1910459180308,,,,,10.3640367923306,,,,,8.90856692338187,,,,,7.65182658665407,,,,,6.69568128557081,,,,,5.4604452174008,,,,,3.87464365386646,,,,3.09414556717235,,
Bangladesh,BGD,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,36.59,34.91,39.72,40,40.27,38.55,43.68,44.7,46.55,44.31,41.12,40.34,44.68,43.22,47.8,45.65,48.75,50.52,50.12,51.04,50.74,52.77,53.98,54.29,56.17,56.84,56.95,57.85,63.55,64.28,65.7,66.59,66.52,63.98,66.84,70.55,71.49,74.1,84.27,89.49,87.55,90.16,92.78,91,102.85,106.16,112.06,120.37,121.62,129.61,131.89,,
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,0.0510594416679628,0.0652953060168284,0.065752631572042,0.0673875920839489,0.0753289378662942,0.0765971081423684,0.0771365431387507,0.0828529922936772,0.0925879446932572,0.0935740138795955,0.09877162318993,0.0921265410544151,0.0993798134854615,0.108546444679192,0.118356880463551,0.119251149011982,0.132629700678086,0.128405297818955,0.144650458453804,0.144999394640031,0.157859354195011,0.15150236067276,0.161621139162807,0.190340810807012,0.196320874971373,0.200599318189722,0.188644998745044,0.194174893387984,0.2105190561662,0.240902076214146,0.246025687625601,0.243437439168624,0.28144773001968,0.262365597332536,0.332278182488306,0.330927964029213,0.313815174399546,0.350013411093148,0.37156390079171,,,
Bangladesh,BGD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2003.69278672314,,,,,1722.25481931185,,,,,1527.7155981363,,,,,1383.76230579819,,,,,1206.05672036514,,,,,1055.52050948226,,,,,933.906394900024,,,,,840.367644036913,,,,,766.388232469258,,,,,716.933652645113,,,,686.892124592733,,
Barbados,BRB,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,120.47,124.96,142.77,129.08,144.55,132.47,152.19,123.27,117.23,132.96,120.98,110.13,108.93,104.57,98.5,104.7,116.66,113.11,124.2,138.17,122.92,114.55,104.97,109.83,105.62,116.48,106.99,108.2,107.43,110.11,108.22,96.95,90.29,92.72,97.02,111.63,105.94,98.17,105.04,102.26,95.27,92.26,95.9,96.57,105.78,97.65,101.3,95.01,99.3,92.28,93.34,,
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.746558490500654,0.839170290027159,1.11974762809981,0.816563891743748,0.766310698658296,0.872746436373218,1.13459158415842,1.42669136366328,1.85673236370081,2.02110821272299,1.79803114627686,2.01799352966681,2.08139057949098,1.97709603203675,2.01011237333966,2.31367768039957,2.15674384268423,2.38891541499417,2.54743287343694,2.42402305568432,2.71210367226188,2.74625544662309,2.57353855969376,2.7213736065307,2.9545366578065,3.3303073668981,3.58876492464279,3.67414814814815,3.6741631941343,3.830980138754,4.14300752691489,4.63704429710772,3.75183071929737,4.25948936625477,2.85042352376344,3.14913457336652,3.22393172757727,3.40915171991565,4.29753551644873,4.5455262564796,4.44667839365246,4.55135745594418,4.55783158457132,4.68454903929937,4.75542697599236,4.94620350333372,4.98851678469972,5.16316233345519,5.89078426993812,5.82238733217207,5.36195238163169,,,
Barbados,BRB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,344.065303594622,,,,,338.315022032766,,,,,331.445475147804,,,,,323.708403470154,,,,,319.004705319403,,,,,311.890838206628,,,,,306.556868215034,,,,,302.336303787518,,,,,296.819578219379,,,,,289.56445885832,,,,283.885253580503,,
Belarus,BLR,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,,110.9,112.8,86.7,86.2,88.3,81.4,86.4,79.7,77.53,80.47,81.93,86.55,94.56,99.05,106.4,106.72,112.78,123.06,122.87,,,,,,,,,,,,110.94,112.79,86.68,86.17,88.25,81.36,86.43,79.74,77.53,80.47,81.93,86.55,94.56,99.05,106.4,106.72,114.07,122.49,125.67,118.96,,
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56375156617071,7.27132542240453,6.44512809230468,6.09368059642927,5.92097785433071,5.88307571414451,5.72028692025027,5.56243886397608,5.34418060969515,5.29772169621273,5.31073786112519,5.48346942941717,5.96481079136691,6.11242564420987,6.43786828404831,6.3056289748954,6.59274874055416,6.34193899232145,6.55654963119073,,,
Belarus,BLR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641.34690681284,,,,,3676.97934170209,,,,,3770.90724784592,,,,,3891.21338912134,,,,3926.95027974243,,
